TransactionID,CustomerID,TransactionDate,Amount,Currency,RateToUSD,AmountUSD,Merchant,Location,unknown_merchant_flag,unknown_location_flag,fx_match_status,expected_currency,geo_mismatch_flag,merchant_frequency,merchant_risk_flag,same_day_customer_count,velocity_flag,merchant_mean,merchant_std,merchant_count,high_value_flag,red_flag_count,has_red_flag,audit_risk_score,audit_priority,audit_reason,audit_action,IsFraud,geo_review_flag,optimized_rule_flag,fx_missing_flag,customer_frequency,log_amount,isolation_forest_flag,hybrid_flag,final_detection_flag,final_audit_priority,priority_sort,transaction_month,transaction_dayofweek,supervised_ml_score,supervised_ml_flag,confirmed_currency_mismatch_flag,location_frequency,currency_frequency,kmeans_cluster,kmeans_anomaly_score,kmeans_anomaly_flag
73,13,2024-05-29,1868.8,MYR,,,Lazada,XX,0,1,Missing Rate,,1,16,0,1,0,672.95575,451.62295388774896,6,0,1,1,1,Critical,Transaction location unavailable,Obtain location evidence; Resolve missing exchange-rate support,0,1,0,1,8,7.533586752257215,0,0,0,Medium,1,5,2,0.09015813739905117,0,0,32,49,1,3.5865161414393203,1
74,4,2024-01-12,726.89,USD,0.857,622.9447299999999,Unknown,MY,1,0,Matched,MYR,1,30,1,1,0,705.130355625,542.1433258584099,16,0,2,1,5,Medium,Currency does not match transaction location; Unknown merchant,Verify transaction location and currency rationale; Verify merchant identity and supporting documentation,0,1,1,0,2,6.590149937878998,0,1,1,Critical,3,1,4,0.4765939742832788,1,1,30,31,3,1.6894079962327988,0
75,7,2024-02-11,1099.34,MYR,0.972,1068.55848,Shopee,MY,0,0,Matched,MYR,0,27,0,1,0,732.755110909091,621.646604940986,11,0,0,0,0,Low,No red flag,No immediate action,0,0,0,0,9,7.003374501936799,0,0,0,Low,4,2,6,0.06891872698837766,0,0,30,49,1,2.987114955167418,0
76,7,2024-01-19,862.38,SGD,0.352,303.55776,Grab,SG,0,0,Matched,SGD,0,27,0,1,0,1326.722148181818,998.6223743343049,11,0,0,0,0,High,No red flag,No immediate action,0,0,0,0,9,6.76085491861866,0,0,0,Low,2,1,4,0.10428232487827618,0,0,22,33,1,3.449820230718194,1
77,29,2024-04-20,818.09,SGD,,,Unknown,XX,1,1,Missing Rate,,1,30,1,1,0,705.130355625,542.1433258584099,16,0,2,1,3,Medium,Unknown merchant; Transaction location unavailable,Verify merchant identity and supporting documentation; Obtain location evidence; Resolve missing exchange-rate support,0,1,0,1,9,6.708193967925483,0,0,0,Medium,3,4,5,0.8137699014077752,1,0,32,33,3,2.8000578065279584,0
78,30,2024-02-24,1813.58,MYR,0.716,1298.5232799999999,Amazon,XX,0,1,Matched,,1,22,0,1,0,1107.247377,674.4958542632879,10,0,1,1,1,Medium,Transaction location unavailable,Obtain location evidence,0,1,0,0,5,7.503609314962015,0,0,0,Medium,3,2,5,0.0013618036649336246,0,0,32,49,1,2.6513883668415867,0
79,22,2024-04-02,693.04,SGD,,,Grab,UK,0,0,Missing Rate,GBP,1,27,0,1,0,1326.722148181818,998.6223743343049,11,0,1,1,3,Medium,Currency does not match transaction location,Verify transaction location and currency rationale; Resolve missing exchange-rate support,0,1,1,1,7,6.542529595733471,0,1,1,High,3,4,1,0.17950767511345533,0,1,35,33,1,1.98569319676121,0
80,30,2024-03-03,1254.47,GBP,,,Netflix,SG,0,0,Missing Rate,SGD,1,27,0,1,0,959.2155672727273,677.1496950068495,11,0,1,1,3,Medium,Currency does not match transaction location,Verify transaction location and currency rationale; Resolve missing exchange-rate support,0,1,1,1,5,7.135265283449549,0,1,1,High,3,3,6,0.5552221149822789,1,1,22,36,1,2.3188614102446854,0
81,30,2024-03-11,950.54,MYR,,,Grab,XX,0,1,Missing Rate,,1,27,0,1,0,1326.722148181818,998.6223743343049,11,0,1,1,1,Medium,Transaction location unavailable,Obtain location evidence; Resolve missing exchange-rate support,0,1,0,1,5,6.858081724738565,0,0,0,Medium,3,3,0,0.10734122714862206,0,0,32,49,1,2.53409565850916,0
82,19,2024-05-14,818.29,SGD,,,Grab,UK,0,0,Missing Rate,GBP,1,27,0,1,0,1326.722148181818,998.6223743343049,11,0,1,1,3,Medium,Currency does not match transaction location,Verify transaction location and currency rationale; Resolve missing exchange-rate support,0,1,1,1,6,6.708438111531965,0,1,1,High,3,5,1,0.2484255146435241,0,1,35,33,1,1.8009070520885246,0
83,31,2024-03-06,826.59,MYR,,,Grab,XX,0,1,Missing Rate,,1,27,0,1,0,1326.722148181818,998.6223743343049,11,0,1,1,1,Medium,Transaction location unavailable,Obtain location evidence; Resolve missing exchange-rate support,0,1,0,1,4,6.718517862666438,0,0,0,Medium,3,3,2,0.003972245745571406,0,0,32,49,1,2.580273930327731,0
84,27,2024-04-22,704.03,MYR,,,Netflix,MY,0,0,Missing Rate,MYR,0,27,0,1,0,959.2155672727273,677.1496950068495,11,0,0,0,0,Low,No red flag,Resolve missing exchange-rate support,0,0,0,1,6,6.5582403550983965,0,0,0,Low,4,4,0,0.6022464549292174,1,0,30,49,1,2.461713262603043,0
85,8,2024-02-19,707.04,SGD,0.929,656.84016,Unknown,MY,1,0,Matched,MYR,1,30,1,1,0,705.130355625,542.1433258584099,16,0,2,1,5,Medium,Currency does not match transaction location; Unknown merchant,Verify transaction location and currency rationale; Verify merchant identity and supporting documentation,1,1,1,0,4,6.562500589272956,0,1,1,Critical,3,2,0,0.0012671497557379652,0,1,30,33,3,1.0562054950363542,0
86,32,2024-04-11,1889.82,GBP,,,Lazada,US,0,0,Missing Rate,USD,1,16,0,1,0,672.95575,451.62295388774896,6,0,1,1,3,Medium,Currency does not match transaction location,Verify transaction location and currency rationale; Resolve missing exchange-rate support,0,1,1,1,4,7.5447658763964585,0,1,1,High,3,4,3,0.014214865276243749,0,1,30,36,1,2.4482255082373268,0
87,22,2024-01-02,1034.36,USD,0.796,823.35056,Lazada,US,0,0,Matched,USD,0,16,0,1,0,672.95575,451.62295388774896,6,0,0,0,0,High,No red flag,No immediate action,0,0,0,0,7,6.942504471308956,0,0,0,Low,2,1,1,0.6287486426830016,1,0,30,31,1,3.14547381779775,1
88,5,2024-05-30,939.13,MYR,,,Shopee,MY,0,0,Missing Rate,MYR,0,27,0,1,0,732.755110909091,621.646604940986,11,0,0,0,0,Low,No red flag,Resolve missing exchange-rate support,0,0,0,1,5,6.846018163574121,0,0,0,Low,4,5,3,0.128106711611662,0,0,30,49,1,2.3955313570806522,0
89,31,2024-05-14,1645.52,MYR,,,Amazon,SG,0,0,Missing Rate,SGD,1,22,0,1,0,1107.247377,674.4958542632879,10,0,1,1,3,Medium,Currency does not match transaction location,Verify transaction location and currency rationale; Resolve missing exchange-rate support,0,1,1,1,4,7.406419248721084,0,1,1,High,3,5,1,0.3401845661687158,1,1,22,49,1,2.7575473415180802,0
90,39,2024-01-11,1976.77,MYR,1.316,2601.42932,Grab,US,0,0,Matched,USD,1,27,0,1,0,1326.722148181818,998.6223743343049,11,0,1,1,3,Medium,Currency does not match transaction location,Verify transaction location and currency rationale,0,1,1,0,3,7.589725226351955,0,1,1,High,3,1,3,0.026071582644997374,0,1,30,49,1,2.0689565722584984,0
91,3,2024-05-18,1559.22,MYR,,,Grab,MY,0,0,Missing Rate,MYR,0,27,0,1,0,1326.722148181818,998.6223743343049,11,0,0,0,0,Low,No red flag,Resolve missing exchange-rate support,0,0,0,1,5,7.352582115941427,0,0,0,Low,4,5,5,0.06894194526013167,0,0,30,49,1,2.4610962701082792,0
92,2,2024-02-16,1930.62,SGD,0.988,1907.45256,Netflix,UK,0,0,Matched,GBP,1,27,0,1,0,959.2155672727273,677.1496950068495,11,0,1,1,3,Medium,Currency does not match transaction location,Verify transaction location and currency rationale,0,1,1,0,5,7.566114308056365,0,1,1,High,3,2,4,0.12013458064872212,0,1,35,33,1,1.9179310931476667,0
93,11,2024-01-24,379.09,MYR,0.689,261.19300999999996,Netflix,US,0,0,Matched,USD,1,27,0,1,0,959.2155672727273,677.1496950068495,11,0,1,1,3,Medium,Currency does not match transaction location,Verify transaction location and currency rationale,0,1,1,0,2,5.940408066783031,0,1,1,High,3,1,2,0.14205105249841662,0,1,30,49,1,2.396313802605487,0
94,17,2024-05-15,953.05,SGD,,,Netflix,UK,0,0,Missing Rate,GBP,1,27,0,1,0,959.2155672727273,677.1496950068495,11,0,1,1,3,Medium,Currency does not match transaction location,Verify transaction location and currency rationale; Resolve missing exchange-rate support,0,1,1,1,5,6.860716080976351,0,1,1,High,3,5,2,0.8837451471017086,1,1,35,33,1,1.7368593445810894,0
95,25,2024-04-24,942.53,GBP,,,Netflix,MY,0,0,Missing Rate,MYR,1,27,0,1,0,959.2155672727273,677.1496950068495,11,0,1,1,3,Medium,Currency does not match transaction location,Verify transaction location and currency rationale; Resolve missing exchange-rate support,0,1,1,1,6,6.849628160805492,0,1,1,High,3,4,2,0.7830052025378589,1,1,30,36,1,1.1360848517759443,0
96,21,2024-04-24,1208.54,MYR,,,Amazon,US,0,0,Missing Rate,USD,1,22,0,1,0,1107.247377,674.4958542632879,10,0,1,1,3,Medium,Currency does not match transaction location,Verify transaction location and currency rationale; Resolve missing exchange-rate support,0,1,1,1,3,7.097995401020388,0,1,1,High,3,4,2,0.002110234446393252,0,1,30,49,1,1.9248102589695109,0
97,5,2024-01-10,1304.64,GBP,1.41,1839.5424,Unknown,XX,1,1,Matched,,1,30,1,1,0,705.130355625,542.1433258584099,16,1,3,1,6,Medium,Unusually high value for merchant; Unknown merchant; Transaction location unavailable,Inspect transaction support and approval; Verify merchant identity and supporting documentation; Obtain location evidence,0,1,0,0,5,7.174448620995434,1,1,0,Medium,3,1,2,0.00074762526748149,0,0,32,36,2,3.0801335634834626,0
98,25,2024-02-22,892.73,GBP,0.769,686.50937,Netflix,XX,0,1,Matched,,1,27,0,1,0,959.2155672727273,677.1496950068495,11,0,1,1,1,Medium,Transaction location unavailable,Obtain location evidence,0,1,0,0,6,6.795403716135457,0,0,0,Medium,3,2,3,0.950799132365521,1,0,32,36,1,2.22628864605509,0
99,39,2024-05-01,1615.98,MYR,,,Unknown,MY,1,0,Missing Rate,MYR,0,30,1,1,0,705.130355625,542.1433258584099,16,0,1,1,2,Medium,Unknown merchant,Verify merchant identity and supporting documentation; Resolve missing exchange-rate support,0,0,0,1,3,7.388315490916818,0,0,0,Medium,3,5,2,0.1750764070396784,0,0,30,49,3,2.849181615676917,0
100,22,2024-05-12,1358.52,GBP,,,Amazon,UK,0,0,Missing Rate,GBP,0,22,0,1,0,1107.247377,674.4958542632879,10,0,0,0,0,Low,No red flag,Resolve missing exchange-rate support,0,0,0,1,7,7.214886975255231,0,0,0,Low,4,5,6,0.32901100856657134,1,0,35,36,1,2.5549689972806444,0
101,31,2024-01-16,73.32,USD,1.074,78.74568,Grab,MY,0,0,Matched,MYR,1,27,0,1,0,1326.722148181818,998.6223743343049,11,0,1,1,3,Critical,Currency does not match transaction location,Verify transaction location and currency rationale,0,1,1,0,4,4.308380094505583,0,1,1,High,1,1,1,0.16466306160667832,0,1,30,31,1,3.3391616435635227,1
102,22,2024-05-10,585.8,GBP,,,Grab,SG,0,0,Missing Rate,SGD,1,27,0,1,0,1326.722148181818,998.6223743343049,11,0,1,1,3,Medium,Currency does not match transaction location,Verify transaction location and currency rationale; Resolve missing exchange-rate support,1,1,1,1,7,6.374684046268826,0,1,1,High,3,5,4,0.07587190251552674,0,1,22,36,1,2.52834051794304,0
103,6,2024-03-01,283.27,SGD,,,Amazon,MY,0,0,Missing Rate,MYR,1,22,0,1,0,1107.247377,674.4958542632879,10,0,1,1,3,Medium,Currency does not match transaction location,Verify transaction location and currency rationale; Resolve missing exchange-rate support,0,1,1,1,1,5.64992449075352,0,1,1,High,3,3,4,0.3301889500690996,1,1,30,33,1,2.6181193712369626,0
104,28,2024-02-29,1506.44,SGD,0.649,977.67956,Netflix,SG,0,0,Matched,SGD,0,27,0,1,0,959.2155672727273,677.1496950068495,11,0,0,0,0,Low,No red flag,No immediate action,0,0,0,0,3,7.318168126814235,0,0,0,Low,4,2,3,0.8780552295551153,1,0,22,33,1,3.132419654735304,0
105,5,2024-03-15,1451.08,USD,,,Amazon,SG,0,0,Missing Rate,SGD,1,22,0,1,0,1107.247377,674.4958542632879,10,0,1,1,3,Medium,Currency does not match transaction location,Verify transaction location and currency rationale; Resolve missing exchange-rate support,0,1,1,1,5,7.280752290285722,0,1,1,High,3,3,4,0.34440355224455593,1,1,22,31,1,2.5560427058835304,0
106,16,2024-02-05,1062.03,GBP,1.482,1573.9284599999999,Amazon,US,0,0,Matched,USD,1,22,0,1,0,1107.247377,674.4958542632879,10,0,1,1,3,Medium,Currency does not match transaction location,Verify transaction location and currency rationale,0,1,1,0,2,6.968878599956884,0,1,1,High,3,2,0,0.09225058595144497,0,1,30,36,1,1.7278145312170414,0
107,23,2024-02-15,1023.96,MYR,1.305,1336.2678,Amazon,XX,0,1,Matched,,1,22,0,1,0,1107.247377,674.4958542632879,10,0,1,1,1,Medium,Transaction location unavailable,Obtain location evidence,0,1,0,0,2,6.9324088664207935,0,0,0,Medium,3,2,3,0.000613324670766583,0,0,32,49,1,2.881091654819662,0
108,26,2024-01-10,1768.84,GBP,1.41,2494.0643999999998,Amazon,MY,0,0,Matched,MYR,1,22,0,1,0,1107.247377,674.4958542632879,10,1,2,1,6,Medium,Unusually high value for merchant; Currency does not match transaction location,Inspect transaction support and approval; Verify transaction location and currency rationale,0,1,1,0,1,7.478644426001731,1,1,1,Critical,3,1,2,0.006666812164930226,0,1,30,36,2,2.1491175734083003,0
109,27,2024-05-29,920.7,SGD,,,Grab,SG,0,0,Missing Rate,SGD,0,27,0,1,0,1326.722148181818,998.6223743343049,11,0,0,0,0,Low,No red flag,Resolve missing exchange-rate support,0,0,0,1,6,6.826219790999619,0,0,0,Low,4,5,2,0.10040975708947893,0,0,22,33,1,2.9867242808895487,0
110,15,2024-01-11,416.41,GBP,1.181,491.78021000000007,Unknown,US,1,0,Matched,USD,1,30,1,1,0,705.130355625,542.1433258584099,16,0,2,1,5,Medium,Currency does not match transaction location; Unknown merchant,Verify transaction location and currency rationale; Verify merchant identity and supporting documentation,0,1,1,0,2,6.034068952190328,0,1,1,Critical,3,1,3,0.29090952449663593,1,1,30,36,3,1.5605736237853072,0
111,17,2024-01-19,512.17,USD,0.386,197.69762,Shopee,UK,0,0,Matched,GBP,1,27,0,1,0,732.755110909091,621.646604940986,11,0,1,1,3,Medium,Currency does not match transaction location,Verify transaction location and currency rationale,0,1,1,0,5,6.240607174290808,0,1,1,High,3,1,4,0.20239683267783515,0,1,35,31,1,2.010355931152285,0
112,14,2024-03-24,1640.16,SGD,,,Shopee,XX,0,1,Missing Rate,,1,27,0,1,0,732.755110909091,621.646604940986,11,0,1,1,1,Medium,Transaction location unavailable,Obtain location evidence; Resolve missing exchange-rate support,0,1,0,1,4,7.403158587860588,0,0,0,Medium,3,3,6,0.008566111480793726,0,0,32,33,1,2.4130341897459426,0
113,13,2024-02-22,1533.25,GBP,0.769,1179.06925,Grab,MY,0,0,Matched,MYR,1,27,0,1,0,1326.722148181818,998.6223743343049,11,0,1,1,3,Medium,Currency does not match transaction location,Verify transaction location and currency rationale,0,1,1,0,8,7.335796941269207,0,1,1,High,3,2,3,0.510445974320784,1,1,30,36,1,1.7797632319848116,0
114,33,2024-03-02,735.55,MYR,,,Grab,US,0,0,Missing Rate,USD,1,27,0,1,0,1326.722148181818,998.6223743343049,11,0,1,1,3,Medium,Currency does not match transaction location,Verify transaction location and currency rationale; Resolve missing exchange-rate support,0,1,1,1,5,6.601977122260947,0,1,1,High,3,3,5,0.021109142577696253,0,1,30,49,1,1.6906101695624027,0
115,25,2024-03-21,729.71,SGD,,,Netflix,UK,0,0,Missing Rate,GBP,1,27,0,1,0,959.2155672727273,677.1496950068495,11,0,1,1,3,Medium,Currency does not match transaction location,Verify transaction location and currency rationale; Resolve missing exchange-rate support,0,1,1,1,6,6.594016664210574,0,1,1,High,3,3,3,0.859474655505019,1,1,35,33,1,1.8194566434034192,0
116,13,2024-03-10,568.66,USD,,,Netflix,US,0,0,Missing Rate,USD,0,27,0,1,0,959.2155672727273,677.1496950068495,11,0,0,0,0,Low,No red flag,Resolve missing exchange-rate support,0,0,0,1,8,6.345039691628857,0,0,0,Low,4,3,6,0.7803450810328075,1,0,30,31,1,2.679228549458388,0
117,24,2024-04-26,1737.28,SGD,,,Unknown,US,1,0,Missing Rate,USD,1,30,1,1,0,705.130355625,542.1433258584099,16,0,2,1,5,Medium,Currency does not match transaction location; Unknown merchant,Verify transaction location and currency rationale; Verify merchant identity and supporting documentation; Resolve missing exchange-rate support,0,1,1,1,2,7.460651397567433,0,1,1,Critical,3,4,4,0.04498635669826866,0,1,30,33,3,1.8869757354361736,0
118,13,2024-02-21,457.95,GBP,0.219,100.29105,Lazada,SG,0,0,Matched,SGD,1,16,0,1,0,672.95575,451.62295388774896,6,0,1,1,3,Critical,Currency does not match transaction location,Verify transaction location and currency rationale,0,1,1,0,8,6.1289412716651,0,1,1,High,1,2,2,0.9491924394271357,1,1,22,36,1,3.443820128672695,1
119,33,2024-03-15,1196.74,GBP,,,Netflix,UK,0,0,Missing Rate,GBP,0,27,0,1,0,959.2155672727273,677.1496950068495,11,0,0,0,0,Low,No red flag,Resolve missing exchange-rate support,1,0,0,1,5,7.0881917267406935,0,0,0,Low,4,3,4,0.004079085109191759,0,0,35,36,1,2.3638066487178016,0
120,2,2024-02-19,1340.55,MYR,0.917,1229.28435,Unknown,SG,1,0,Matched,SGD,1,30,1,1,0,705.130355625,542.1433258584099,16,0,2,1,5,Medium,Currency does not match transaction location; Unknown merchant,Verify transaction location and currency rationale; Verify merchant identity and supporting documentation,0,1,1,0,5,7.201580940881877,0,1,1,Critical,3,2,0,0.3541571122535224,1,1,22,49,3,2.9367324071860708,0
121,11,2024-03-15,43.61,USD,,,Amazon,US,0,0,Missing Rate,USD,0,22,0,1,0,1107.247377,674.4958542632879,10,0,0,0,0,High,No red flag,Resolve missing exchange-rate support,0,0,0,1,2,3.797958049140173,0,0,0,Low,2,3,4,0.0177632009909701,0,0,30,31,1,4.437316016172205,1
122,40,2024-01-23,239.42,USD,1.482,354.82043999999996,Shopee,XX,0,1,Matched,,1,27,0,1,0,732.755110909091,621.646604940986,11,0,1,1,1,Medium,Transaction location unavailable,Obtain location evidence,0,1,0,0,3,5.482387393876108,0,0,0,Medium,3,1,1,0.4420807678944304,1,0,32,31,1,3.022015750553719,0
123,3,2024-05-24,1296.25,GBP,,,Grab,UK,0,0,Missing Rate,GBP,0,27,0,1,0,1326.722148181818,998.6223743343049,11,0,0,0,0,Low,No red flag,Resolve missing exchange-rate support,0,0,0,1,5,7.168001918247849,0,0,0,Low,4,5,4,0.5444258290648119,1,0,35,36,1,2.375707253214796,0
124,30,2024-01-03,202.36,SGD,0.702,142.05672,Unknown,XX,1,1,Matched,,1,30,1,1,0,705.130355625,542.1433258584099,16,0,2,1,3,Medium,Unknown merchant; Transaction location unavailable,Verify merchant identity and supporting documentation; Obtain location evidence,0,1,0,0,5,5.314977807441144,0,0,0,Medium,3,1,2,0.015079678941119258,0,0,32,33,3,2.4770436576474535,0
125,10,2024-05-21,1564.76,USD,,,Shopee,US,0,0,Missing Rate,USD,0,27,0,1,0,732.755110909091,621.646604940986,11,0,0,0,0,Low,No red flag,Resolve missing exchange-rate support,0,0,0,1,2,7.356126608100759,0,0,0,Low,4,5,1,0.025116018139351128,0,0,30,31,1,2.678286290475986,0
126,21,2024-01-28,1475.01,MYR,1.451,2140.23951,Grab,XX,0,1,Matched,,1,27,0,1,0,1326.722148181818,998.6223743343049,11,0,1,1,1,Medium,Transaction location unavailable,Obtain location evidence,0,1,0,0,3,7.297097780205218,0,0,0,Medium,3,1,6,0.055449027884955954,0,0,32,49,1,2.7354184198041342,0
127,22,2024-04-24,265.12,SGD,,,Shopee,UK,0,0,Missing Rate,GBP,1,27,0,1,0,732.755110909091,621.646604940986,11,0,1,1,3,Medium,Currency does not match transaction location,Verify transaction location and currency rationale; Resolve missing exchange-rate support,0,1,1,1,7,5.583947334873687,0,1,1,High,3,4,2,0.330211813471148,1,1,35,33,1,2.4565425179522737,0
128,2,2024-02-14,1014.05,GBP,1.428,1448.0633999999998,Lazada,US,0,0,Matched,USD,1,16,0,1,0,672.95575,451.62295388774896,6,0,1,1,3,Medium,Currency does not match transaction location,Verify transaction location and currency rationale,0,1,1,0,5,6.922693151346344,0,1,1,High,3,2,2,0.13485931102170978,0,1,30,36,1,2.273711628876878,0
129,17,2024-04-21,1854.04,MYR,,,Grab,US,0,0,Missing Rate,USD,1,27,0,1,0,1326.722148181818,998.6223743343049,11,0,1,1,3,Medium,Currency does not match transaction location,Verify transaction location and currency rationale; Resolve missing exchange-rate support,0,1,1,1,5,7.525661538151368,0,1,1,High,3,4,6,0.0037415753420944934,0,1,30,49,1,1.8302682628888796,0
130,29,2024-04-23,661.86,GBP,,,Netflix,UK,0,0,Missing Rate,GBP,0,27,0,1,0,959.2155672727273,677.1496950068495,11,0,0,0,0,Low,No red flag,Resolve missing exchange-rate support,0,0,0,1,9,6.496563806500526,0,0,0,Low,4,4,1,0.7824457807346731,1,0,35,36,1,2.9779499867441754,0
131,29,2024-04-16,1101.7,SGD,,,Unknown,XX,1,1,Missing Rate,,1,30,1,1,0,705.130355625,542.1433258584099,16,0,2,1,3,Medium,Unknown merchant; Transaction location unavailable,Verify merchant identity and supporting documentation; Obtain location evidence; Resolve missing exchange-rate support,0,1,0,1,9,7.005516996764633,0,0,0,Medium,3,4,1,0.03246605015997301,0,0,32,33,3,2.843995636746819,0
132,20,2024-05-14,1244.47,MYR,,,Amazon,MY,0,0,Missing Rate,MYR,0,22,0,1,0,1107.247377,674.4958542632879,10,0,0,0,0,Low,No red flag,Resolve missing exchange-rate support,0,0,0,1,1,7.127268247699982,0,0,0,Low,4,5,1,0.05225814803033365,0,0,30,49,1,3.01734905725206,0
133,12,2024-05-06,1398.1,MYR,,,Shopee,US,0,0,Missing Rate,USD,1,27,0,1,0,732.755110909091,621.646604940986,11,0,1,1,3,Medium,Currency does not match transaction location,Verify transaction location and currency rationale; Resolve missing exchange-rate support,0,1,1,1,4,7.24358445173924,0,1,1,High,3,5,0,0.5568113523377685,1,1,30,49,1,1.7777495853605432,0
134,21,2024-02-04,1541.49,USD,0.803,1237.81647,Amazon,XX,0,1,Matched,,1,22,0,1,0,1107.247377,674.4958542632879,10,0,1,1,1,Medium,Transaction location unavailable,Obtain location evidence,0,1,0,0,3,7.341153272776356,0,0,0,Medium,3,2,6,0.16008964802598333,0,0,32,31,1,2.6256118423058137,0
135,8,2024-01-18,570.47,USD,0.774,441.54378,Amazon,US,0,0,Matched,USD,0,22,0,1,0,1107.247377,674.4958542632879,10,0,0,0,0,Low,No red flag,No immediate action,0,0,0,0,4,6.348211988418717,0,0,0,Low,4,1,3,0.013509010657144898,0,0,30,31,1,2.380616043483596,0
136,13,2024-02-20,1034.17,USD,1.182,1222.38894,Shopee,XX,0,1,Matched,,1,27,0,1,0,732.755110909091,621.646604940986,11,0,1,1,1,Medium,Transaction location unavailable,Obtain location evidence,1,1,0,0,8,6.942320943419446,0,0,0,Medium,3,2,1,0.0022527158239603476,0,0,32,31,1,2.738441047587883,0
137,36,2024-01-22,238.43,SGD,1.483,353.59169,Unknown,US,1,0,Matched,USD,1,30,1,1,0,705.130355625,542.1433258584099,16,0,2,1,5,Medium,Currency does not match transaction location; Unknown merchant,Verify transaction location and currency rationale; Verify merchant identity and supporting documentation,0,1,1,0,1,5.478261098556027,0,1,1,Critical,3,1,0,0.2799178429793803,1,1,30,33,3,2.290798751300112,0
138,12,2024-02-15,1974.4,MYR,1.305,2576.592,Grab,MY,0,0,Matched,MYR,0,27,0,1,0,1326.722148181818,998.6223743343049,11,0,0,0,0,Low,No red flag,No immediate action,0,0,0,0,4,7.588526188474027,0,0,0,Low,4,2,3,0.10585728815784749,0,0,30,49,1,2.5785829180285678,0
139,40,2024-02-05,801.62,SGD,0.301,241.28762,Netflix,SG,0,0,Matched,SGD,0,27,0,1,0,959.2155672727273,677.1496950068495,11,0,0,0,0,Low,No red flag,No immediate action,0,0,0,0,3,6.68788137653555,0,0,0,Low,4,2,0,0.913796790799289,1,0,22,33,1,3.0952335082698452,0
140,25,2024-04-05,783.64,GBP,,,Lazada,XX,0,1,Missing Rate,,1,16,0,1,0,672.95575,451.62295388774896,6,0,1,1,1,Medium,Transaction location unavailable,Obtain location evidence; Resolve missing exchange-rate support,0,1,0,1,6,6.665225013867738,0,0,0,Medium,3,4,4,0.04975300044437786,0,0,32,36,1,3.012063538598527,0
141,14,2024-04-16,1839.05,GBP,,,Lazada,SG,0,0,Missing Rate,SGD,1,16,0,1,0,672.95575,451.62295388774896,6,0,1,1,3,Critical,Currency does not match transaction location,Verify transaction location and currency rationale; Resolve missing exchange-rate support,0,1,1,1,4,7.517548024146871,0,1,1,High,1,4,1,0.00347591132273529,0,1,22,36,1,3.1822610827466833,1
142,37,2024-03-31,1667.37,MYR,,,Lazada,SG,0,0,Missing Rate,SGD,1,16,0,1,0,672.95575,451.62295388774896,6,0,1,1,3,Critical,Currency does not match transaction location,Verify transaction location and currency rationale; Resolve missing exchange-rate support,0,1,1,1,5,7.419602380861676,0,1,1,High,1,3,6,0.1281323225438731,0,1,22,49,1,3.3801573892260524,1
143,40,2024-01-24,1739.63,GBP,0.926,1610.89738,Netflix,XX,0,1,Matched,,1,27,0,1,0,959.2155672727273,677.1496950068495,11,0,1,1,1,Medium,Transaction location unavailable,Obtain location evidence,0,1,0,0,3,7.4620023956429415,0,0,0,Medium,3,1,2,0.7162651767789566,1,0,32,36,1,2.459069152779354,0
144,29,2024-02-26,790.5,GBP,0.627,495.6435,Netflix,US,0,0,Matched,USD,1,27,0,2,1,959.2155672727273,677.1496950068495,11,0,2,1,5,Medium,Currency does not match transaction location; Multiple transactions for same customer on same day,Verify transaction location and currency rationale; Review transaction sequence and authorization,0,1,1,0,9,6.673929879321067,1,1,1,Critical,3,2,0,0.7486010663613911,1,1,30,36,0,1.0184968302660278,0
145,15,2024-01-16,845.86,MYR,0.581,491.44466,Unknown,XX,1,1,Matched,,1,30,1,1,0,705.130355625,542.1433258584099,16,0,2,1,3,Medium,Unknown merchant; Transaction location unavailable,Verify merchant identity and supporting documentation; Obtain location evidence,0,1,0,0,2,6.7415353917340815,0,0,0,Medium,3,1,1,0.35704863642905443,1,0,32,49,3,2.699569975433177,0
146,1,2024-02-15,1133.66,GBP,0.368,417.18688000000003,Shopee,MY,0,0,Matched,MYR,1,27,0,1,0,732.755110909091,621.646604940986,11,0,1,1,3,Medium,Currency does not match transaction location,Verify transaction location and currency rationale,0,1,1,0,2,7.034088325567237,0,1,1,High,3,2,3,0.5937258847577701,1,1,30,36,1,1.7173777868496123,0
147,28,2024-02-25,1650.16,MYR,0.391,645.21256,Amazon,UK,0,0,Matched,GBP,1,22,0,1,0,1107.247377,674.4958542632879,10,0,1,1,3,Medium,Currency does not match transaction location,Verify transaction location and currency rationale,0,1,1,0,3,7.409233350187617,0,1,1,High,3,2,6,0.012705004365529956,0,1,35,49,1,2.34072147674093,0
148,38,2024-05-22,1582.07,USD,,,Netflix,UK,0,0,Missing Rate,GBP,1,27,0,1,0,959.2155672727273,677.1496950068495,11,0,1,1,3,Medium,Currency does not match transaction location,Verify transaction location and currency rationale; Resolve missing exchange-rate support,0,1,1,1,3,7.3671212787390985,0,1,1,High,3,5,2,0.5926450132009828,1,1,35,31,1,2.1581417194876398,0
